legalName,altraDenominazione,dataAltraDenominazione,localType,nome,cognome,intestazione,authorizedFrom,existenceRangeFromDate,existenceRangeToDate,dataNascita,dataMorte,placeRole,placeEntry,otherPlaceRole,otherPlaceEntry,professione,legalStatus,tipologiaEnte,history,genere,relazione_complesso,relazione_tema,relazione_bib
Associazione Italiana per l'Educazione Demografica - AIED di Bolzano. Sezione Andreina Emeri,Associazione Italiana per l'Educazione Demografica - AIED di Bolzano,1973 - 1992,corporateBody,,,"Associazione Italiana per l'Educazione Demografica - AIED di Bolzano, Bolzano, 1973 -",SIUSA,1973,,,,Sede,Bolzano,Sede,Bolzano,,privato,"ente di cultura, ricreativo, sportivo, turistico",,,ca-416357,Donne,"Andreina Emeri: Scritti e ricordi / Schriften und Erinnerungen 1936 - 1985, a cura di I. FACCHINELLI - E. RABINI, Bolzano, Fondazione Alexander Langer, 2005"
Associazione Italiana per l'Educazione Demografica - AIED di Bolzano. Sezione Andreina Emeri,Associazione Italiana per l'Educazione Demografica - AIED di Bolzano,1973 - 1992,corporateBody,,,"Associazione Italiana per l'Educazione Demografica - AIED di Bolzano. Sezione Andreina Emeri, Bolzano, 1973 -",SIUSA,1973,,,,Sede,Bolzano,Sede,Bolzano,,privato,"ente di cultura, ricreativo, sportivo, turistico",,,ca-416357,Donne,"Andreina Emeri: Scritti e ricordi / Schriften und Erinnerungen 1936 - 1985, a cura di I. FACCHINELLI - E. RABINI, Bolzano, Fondazione Alexander Langer, 2005"
Associazione Italiana per l'Educazione Demografica - AIED di Bolzano. Sezione Andreina Emeri,Associazione Italiana per l'Educazione Demografica - AIED di Bolzano,1973 - 1992,corporateBody,,,"Associazione Italiana per l'Educazione Demografica - AIED di Bolzano. Sezione Andreina Emeri, Bolzano, 1973 -",SIUSA,1973,,,,Sede,Bolzano,Sede,Bolzano,,privato,"ente di cultura, ricreativo, sportivo, turistico",,,ca-416357,Donne,"Andreina Emeri: Scritti e ricordi / Schriften und Erinnerungen 1936 - 1985, a cura di I. FACCHINELLI - E. RABINI, Bolzano, Fondazione Alexander Langer, 2005"
Associazione Italiana per l'Educazione Demografica - AIED di Bolzano. Sezione Andreina Emeri,Associazione Italiana per l'Educazione Demografica - AIED di Bolzano,1973 - 1992,corporateBody,,,"Associazione Italiana per l'Educazione Demografica - AIED di Bolzano. Sezione Andreina Emeri, Bolzano, 1973 -",SIUSA,1973,,,,Sede,Bolzano,Sede,Bolzano,,privato,"ente di cultura, ricreativo, sportivo, turistico",,,ca-416357,Donne,"Andreina Emeri: Scritti e ricordi / Schriften und Erinnerungen 1936 - 1985, a cura di I. FACCHINELLI - E. RABINI, Bolzano, Fondazione Alexander Langer, 2005"
Associazione Italiana per l'Educazione Demografica - AIED di Bolzano. Sezione Andreina Emeri,Associazione Italiana per l'Educazione Demografica - AIED di Bolzano,1973 - 1992,corporateBody,,,"Associazione Italiana per l'Educazione Demografica - AIED di Bolzano. Sezione Andreina Emeri, Bolzano, 1973 -",SIUSA,1973,,,,Sede,Bolzano,Sede,Bolzano,,privato,"ente di cultura, ricreativo, sportivo, turistico",,,ca-416357,Trentino-Alto Adige - Archivi femminili,"Andreina Emeri: Scritti e ricordi / Schriften und Erinnerungen 1936 - 1985, a cura di I. FACCHINELLI - E. RABINI, Bolzano, Fondazione Alexander Langer, 2005"
Gruppo Aleksandra Kollontaj,,,corporateBody,,,"Gruppo Alessandra Kollontaj, Bolzano, 1970 - 1984",SIUSA,1970,1984,,,Sede,Bolzano,Sede,Bolzano,,privato,"ente di cultura, ricreativo, sportivo, turistico",,,ca-416357,Donne,
Gruppo Aleksandra Kollontaj,,,corporateBody,,,"Gruppo Alessandra Kollontaj, Bolzano, 1970 - 1984",SIUSA,1970,1984,,,Sede,Bolzano,Sede,Bolzano,,privato,"ente di cultura, ricreativo, sportivo, turistico",,,ca-416357,Donne,
"Gruppo Alessandra Kollontaj, Bolzano, 1970 - 1984",,,corporateBody,,,"Gruppo Alessandra Kollontaj, Bolzano, 1970 - 1984",SIUSA,1970,1984,,,Sede,Bolzano,Sede,Bolzano,,privato,"ente di cultura, ricreativo, sportivo, turistico",,,ca-416357,Donne,
Gruppo Aleksandra Kollontaj,,,corporateBody,,,"Gruppo Alessandra Kollontaj, Bolzano, 1970 - 1984",SIUSA,1970,1984,,,Sede,Bolzano,Sede,Bolzano,,privato,"ente di cultura, ricreativo, sportivo, turistico",,,ca-416357,Donne,
Gruppo Aleksandra Kollontaj,,,corporateBody,,,"Gruppo Alessandra Kollontaj, Bolzano, 1970 - 1984",SIUSA,1970,1984,,,Sede,Bolzano,Sede,Bolzano,,privato,"ente di cultura, ricreativo, sportivo, turistico",,,ca-416357,Trentino-Alto Adige - Archivi femminili,
Centro Interculturale delle Donne - CID di Bolzano,,,corporateBody,,,"Centro interculturale delle Donne - CID di Bolzano, Bolzano, 2004 -",SIUSA,2004,,,,Sede,Bolzano,Sede,Bolzano,,pubblico,"ente di cultura, ricreativo, sportivo, turistico",,,ca-416509,Donne,
Centro Interculturale delle Donne - CID di Bolzano,,,corporateBody,,,"Centro interculturale delle Donne - CID di Bolzano, Bolzano, 2004 -",SIUSA,2004,,,,Sede,Bolzano,Sede,Bolzano,,pubblico,"ente di cultura, ricreativo, sportivo, turistico",,,ca-416509,Donne,
"Centro interculturale delle Donne - CID di Bolzano, Bolzano, 2004 -",,,corporateBody,,,"Centro interculturale delle Donne - CID di Bolzano, Bolzano, 2004 -",SIUSA,2004,,,,Sede,Bolzano,Sede,Bolzano,,pubblico,"ente di cultura, ricreativo, sportivo, turistico",,,ca-416509,Donne,
"Interkulturelles Frauenzentrum - IFZ  Bozen, Bozen, 2004 -",,,corporateBody,,,"Centro interculturale delle Donne - CID di Bolzano, Bolzano, 2004 -",SIUSA,2004,,,,Sede,Bolzano,Sede,Bolzano,,pubblico,"ente di cultura, ricreativo, sportivo, turistico",,,ca-416509,Donne,
Centro Interculturale delle Donne - CID di Bolzano,,,corporateBody,,,"Centro interculturale delle Donne - CID di Bolzano, Bolzano, 2004 -",SIUSA,2004,,,,Sede,Bolzano,Sede,Bolzano,,pubblico,"ente di cultura, ricreativo, sportivo, turistico",,,ca-416509,Donne,
Centro Interculturale delle Donne - CID di Bolzano,,,corporateBody,,,"Interkulturelles Frauenzentrum - IFZ  Bozen, Bozen, 2004 -",SIUSA,2004,,,,Sede,Bolzano,Sede,Bolzano,,pubblico,"ente di cultura, ricreativo, sportivo, turistico",,,ca-416509,Donne,
Centro Interculturale delle Donne - CID di Bolzano,,,corporateBody,,,"Centro interculturale delle Donne - CID di Bolzano, Bolzano, 2004 -",SIUSA,2004,,,,Sede,Bolzano,Sede,Bolzano,,pubblico,"ente di cultura, ricreativo, sportivo, turistico",,,ca-416509,Donne,
Centro Interculturale delle Donne - CID di Bolzano,,,corporateBody,,,"Centro interculturale delle Donne - CID di Bolzano, Bolzano, 2004 -",SIUSA,2004,,,,Sede,Bolzano,Sede,Bolzano,,pubblico,"ente di cultura, ricreativo, sportivo, turistico",,,ca-416509,Donne,
Centro Interculturale delle Donne - CID di Bolzano,,,corporateBody,,,"Centro interculturale delle Donne - CID di Bolzano, Bolzano, 2004 -",SIUSA,2004,,,,Sede,Bolzano,Sede,Bolzano,,pubblico,"ente di cultura, ricreativo, sportivo, turistico",,,ca-416509,Donne,
Centro Interculturale delle Donne - CID di Bolzano,,,corporateBody,,,"Centro interculturale delle Donne - CID di Bolzano, Bolzano, 2004 -",SIUSA,2004,,,,Sede,Bolzano,Sede,Bolzano,,pubblico,"ente di cultura, ricreativo, sportivo, turistico",,,ca-416509,Trentino-Alto Adige - Archivi femminili,
Centro di Documentazione e Informazione della Donna di Bolzano,,,corporateBody,,,"Centro di Documentazione e Informazione della Donna, Bolzano, 1984 -",SIUSA,1984,,,,Sede,Bolzano,Sede,Bolzano,,privato,"ente di cultura, ricreativo, sportivo, turistico",,,ca-416517,Donne,
Centro di Documentazione e Informazione della Donna di Bolzano,,,corporateBody,,,"Centro di Documentazione e Informazione della Donna, Bolzano, 1984 -",SIUSA,1984,,,,Sede,Bolzano,Sede,Bolzano,,privato,"ente di cultura, ricreativo, sportivo, turistico",,,ca-416517,Donne,
"Centro di Documentazione e Informazione della Donna, Bolzano, 1984 -",,,corporateBody,,,"Centro di Documentazione e Informazione della Donna, Bolzano, 1984 -",SIUSA,1984,,,,Sede,Bolzano,Sede,Bolzano,,privato,"ente di cultura, ricreativo, sportivo, turistico",,,ca-416517,Donne,
Centro di Documentazione e Informazione della Donna di Bolzano,,,corporateBody,,,"Centro di Documentazione e Informazione della Donna, Bolzano, 1984 -",SIUSA,1984,,,,Sede,Bolzano,Sede,Bolzano,,privato,"ente di cultura, ricreativo, sportivo, turistico",,,ca-416517,Donne,
Centro di Documentazione e Informazione della Donna di Bolzano,,,corporateBody,,,"Centro di Documentazione e Informazione della Donna, Bolzano, 1984 -",SIUSA,1984,,,,Sede,Bolzano,Sede,Bolzano,,privato,"ente di cultura, ricreativo, sportivo, turistico",,,ca-416517,Spettacolo,
Centro di Documentazione e Informazione della Donna di Bolzano,,,corporateBody,,,"Centro di Documentazione e Informazione della Donna, Bolzano, 1984 -",SIUSA,1984,,,,Sede,Bolzano,Sede,Bolzano,,privato,"ente di cultura, ricreativo, sportivo, turistico",,,ca-416517,Trentino-Alto Adige - Archivi femminili,
Battisti,,,person,Livia,Battisti,"Battisti, Livia, insegnante, politico, (Trento 1907 - Trento 1978)",SIUSA,,,1907 feb 26,1978 set 09,luogo di nascita,Trento,luogo di nascita,Trento,insegnante,,,,femminile,ca-416309,Donne,
Battisti,,,person,Livia,Battisti,"Battisti, Livia, insegnante, politico, (Trento 1907 - Trento 1978)",SIUSA,,,1907 feb 26,1978 set 09,luogo di nascita,Trento,luogo di nascita,Trento,insegnante,,,,femminile,ca-416309,Donne,
Livia,,,person,Livia,Battisti,"Battisti, Livia, insegnante, politico, (Trento 1907 - Trento 1978)",SIUSA,,,1907 feb 26,1978 set 09,luogo di nascita,Trento,luogo di nascita,Trento,insegnante,,,,femminile,ca-416309,Donne,
"Battisti, Livia, insegnante, politico, (Trento 1907 - Trento 1978)",,,person,Livia,Battisti,"Battisti, Livia, insegnante, politico, (Trento 1907 - Trento 1978)",SIUSA,,,1907 feb 26,1978 set 09,luogo di nascita,Trento,luogo di nascita,Trento,insegnante,,,,femminile,ca-416309,Donne,
Battisti,,,person,Livia,Battisti,"Battisti, Livia, insegnante, politico, (Trento 1907 - Trento 1978)",SIUSA,,,1907 feb 26,1978 set 09,luogo di nascita,Trento,luogo di nascita,Trento,insegnante,,,,femminile,ca-416309,Donne,
Battisti,,,person,Livia,Battisti,"Battisti, Livia, insegnante, politico, (Trento 1907 - Trento 1978)",SIUSA,,,1907 feb 26,1978 set 09,luogo di morte,Trento,luogo di nascita,Trento,insegnante,,,,femminile,ca-416309,Donne,
Battisti,,,person,Livia,Battisti,"Battisti, Livia, insegnante, politico, (Trento 1907 - Trento 1978)",SIUSA,,,1907 feb 26,1978 set 09,luogo di nascita,Trento,luogo di nascita,Trento,insegnante,,,,femminile,ca-416309,Donne,
Battisti,,,person,Livia,Battisti,"Battisti, Livia, insegnante, politico, (Trento 1907 - Trento 1978)",SIUSA,,,1907 feb 26,1978 set 09,luogo di nascita,Trento,luogo di nascita,Trento,insegnante,,,,femminile,ca-416309,Donne,
Battisti,,,person,Livia,Battisti,"Battisti, Livia, insegnante, politico, (Trento 1907 - Trento 1978)",SIUSA,,,1907 feb 26,1978 set 09,luogo di nascita,Trento,luogo di nascita,Trento,insegnante,,,,femminile,ca-416309,Donne,
Battisti,,,person,Livia,Battisti,"Battisti, Livia, insegnante, politico, (Trento 1907 - Trento 1978)",SIUSA,,,1907 feb 26,1978 set 09,luogo di nascita,Trento,luogo di morte,Trento,insegnante,,,,femminile,ca-416309,Donne,
Battisti,,,person,Livia,Battisti,"Battisti, Livia, insegnante, politico, (Trento 1907 - Trento 1978)",SIUSA,,,1907 feb 26,1978 set 09,luogo di nascita,Trento,luogo di nascita,Trento,insegnante,,,,femminile,ca-416309,Donne,
Battisti,,,person,Livia,Battisti,"Battisti, Livia, insegnante, politico, (Trento 1907 - Trento 1978)",SIUSA,,,1907 feb 26,1978 set 09,luogo di nascita,Trento,luogo di nascita,Trento,insegnante,,,,femminile,ca-416309,Donne,
Battisti,,,person,Livia,Battisti,"Battisti, Livia, insegnante, politico, (Trento 1907 - Trento 1978)",SIUSA,,,1907 feb 26,1978 set 09,luogo di nascita,Trento,luogo di nascita,Trento,insegnante,,,,femminile,ca-416309,Donne,
Battisti,,,person,Livia,Battisti,"Battisti, Livia, insegnante, politico, (Trento 1907 - Trento 1978)",SIUSA,,,1907 feb 26,1978 set 09,luogo di nascita,Trento,luogo di nascita,Trento,politico,,,,femminile,ca-416309,Donne,
Battisti,,,person,Livia,Battisti,"Battisti, Livia, insegnante, politico, (Trento 1907 - Trento 1978)",SIUSA,,,1907 feb 26,1978 set 09,luogo di nascita,Trento,luogo di nascita,Trento,insegnante,,,,femminile,ca-416309,Donne,
Battisti,,,person,Livia,Battisti,"Battisti, Livia, insegnante, politico, (Trento 1907 - Trento 1978)",SIUSA,,,1907 feb 26,1978 set 09,luogo di nascita,Trento,luogo di nascita,Trento,insegnante,,,,femminile,ca-416309,Rete Parri,
Battisti,,,person,Livia,Battisti,"Battisti, Livia, insegnante, politico, (Trento 1907 - Trento 1978)",SIUSA,,,1907 feb 26,1978 set 09,luogo di nascita,Trento,luogo di nascita,Trento,insegnante,,,,femminile,ca-416309,Trentino-Alto Adige - Archivi femminili,
Centro italiano femminile - CIF provinciale di Trento,,,corporateBody,,,"Centro italiano femminile - CIF provinciale di Trento, Trento, 1955 -",SIUSA,1955,,,,Sede,Trento,Sede,Trento,,privato,"ente di cultura, ricreativo, sportivo, turistico",,,ca-486284,Donne,"A sessant'anni dal voto alle donne in Trentino: incontri e riflessioni, a cura di A. VADAGNINI, Trento 2008"
Centro italiano femminile - CIF provinciale di Trento,,,corporateBody,,,"Centro italiano femminile - CIF provinciale di Trento, Trento, 1955 -",SIUSA,1955,,,,Sede,Trento,Sede,Trento,,privato,"ente di cultura, ricreativo, sportivo, turistico",,,ca-486284,Donne,"A sessant'anni dal voto alle donne in Trentino: incontri e riflessioni, a cura di A. VADAGNINI, Trento 2008"
"Centro italiano femminile - CIF provinciale di Trento, Trento, 1955 -",,,corporateBody,,,"Centro italiano femminile - CIF provinciale di Trento, Trento, 1955 -",SIUSA,1955,,,,Sede,Trento,Sede,Trento,,privato,"ente di cultura, ricreativo, sportivo, turistico",,,ca-486284,Donne,"A sessant'anni dal voto alle donne in Trentino: incontri e riflessioni, a cura di A. VADAGNINI, Trento 2008"
Centro italiano femminile - CIF provinciale di Trento,,,corporateBody,,,"Centro italiano femminile - CIF provinciale di Trento, Trento, 1955 -",SIUSA,1955,,,,Sede,Trento,Sede,Trento,,privato,"ente di cultura, ricreativo, sportivo, turistico",,,ca-486284,Donne,"A sessant'anni dal voto alle donne in Trentino: incontri e riflessioni, a cura di A. VADAGNINI, Trento 2008"
Centro italiano femminile - CIF provinciale di Trento,,,corporateBody,,,"Centro italiano femminile - CIF provinciale di Trento, Trento, 1955 -",SIUSA,1955,,,,Sede,Trento,Sede,Trento,,privato,"ente di cultura, ricreativo, sportivo, turistico",,,ca-417592,Donne,"A sessant'anni dal voto alle donne in Trentino: incontri e riflessioni, a cura di A. VADAGNINI, Trento 2008"
Centro italiano femminile - CIF provinciale di Trento,,,corporateBody,,,"Centro italiano femminile - CIF provinciale di Trento, Trento, 1955 -",SIUSA,1955,,,,Sede,Trento,Sede,Trento,,privato,"ente di cultura, ricreativo, sportivo, turistico",,,ca-486284,Donne,"A sessant'anni dal voto alle donne in Trentino: incontri e riflessioni, a cura di A. VADAGNINI, Trento 2008"
Centro italiano femminile - CIF provinciale di Trento,,,corporateBody,,,"Centro italiano femminile - CIF provinciale di Trento, Trento, 1955 -",SIUSA,1955,,,,Sede,Trento,Sede,Trento,,privato,"ente di cultura, ricreativo, sportivo, turistico",,,ca-486284,Trentino-Alto Adige - Archivi femminili,"A sessant'anni dal voto alle donne in Trentino: incontri e riflessioni, a cura di A. VADAGNINI, Trento 2008"
Coordinamento Donne di Trento,,,corporateBody,,,"Coordinamento Donne di Trento, Trento, 1983 -",SIUSA,1983,,,,Sede,Trento,Sede,Trento,,privato,ente di assistenza e beneficenza,,,ca-417656,Donne,
Coordinamento Donne di Trento,,,corporateBody,,,"Coordinamento Donne di Trento, Trento, 1983 -",SIUSA,1983,,,,Sede,Trento,Sede,Trento,,privato,ente di assistenza e beneficenza,,,ca-417656,Donne,
"Coordinamento Donne di Trento, Trento, 1983 -",,,corporateBody,,,"Coordinamento Donne di Trento, Trento, 1983 -",SIUSA,1983,,,,Sede,Trento,Sede,Trento,,privato,ente di assistenza e beneficenza,,,ca-417656,Donne,
Coordinamento Donne di Trento,,,corporateBody,,,"Coordinamento Donne di Trento, Trento, 1983 -",SIUSA,1983,,,,Sede,Trento,Sede,Trento,,privato,ente di assistenza e beneficenza,,,ca-417656,Donne,
Coordinamento Donne di Trento,,,corporateBody,,,"Coordinamento Donne di Trento, Trento, 1983 -",SIUSA,1983,,,,Sede,Trento,Sede,Trento,,privato,"ente di cultura, ricreativo, sportivo, turistico",,,ca-417656,Donne,
Coordinamento Donne di Trento,,,corporateBody,,,"Coordinamento Donne di Trento, Trento, 1983 -",SIUSA,1983,,,,Sede,Trento,Sede,Trento,,privato,ente di assistenza e beneficenza,,,ca-417656,Donne,
Coordinamento Donne di Trento,,,corporateBody,,,"Coordinamento Donne di Trento, Trento, 1983 -",SIUSA,1983,,,,Sede,Trento,Sede,Trento,,privato,ente di assistenza e beneficenza,,,ca-417656,Trentino-Alto Adige - Archivi femminili,
Soroptimist International Club di Trento,,,corporateBody,,,"Soroptimist International Club di Trento, Trento, 1987 -,",SIUSA,1987 set 19,,,,Sede,Trento,Sede,Trento,,privato,"ente di cultura, ricreativo, sportivo, turistico",,,ca-417672,Donne,
Soroptimist International Club di Trento,,,corporateBody,,,"Soroptimist International Club di Trento, Trento, 1987 -,",SIUSA,1987 set 19,,,,Sede,Trento,Sede,Trento,,privato,"ente di cultura, ricreativo, sportivo, turistico",,,ca-417672,Donne,
"Soroptimist International Club di Trento, Trento, 1987 -,",,,corporateBody,,,"Soroptimist International Club di Trento, Trento, 1987 -,",SIUSA,1987 set 19,,,,Sede,Trento,Sede,Trento,,privato,"ente di cultura, ricreativo, sportivo, turistico",,,ca-417672,Donne,
Soroptimist International Club di Trento,,,corporateBody,,,"Soroptimist International Club di Trento, Trento, 1987 -,",SIUSA,1987 set 19,,,,Sede,Trento,Sede,Trento,,privato,"ente di cultura, ricreativo, sportivo, turistico",,,ca-417672,Donne,
Soroptimist International Club di Trento,,,corporateBody,,,"Soroptimist International Club di Trento, Trento, 1987 -,",SIUSA,1987 set 19,,,,Sede,Trento,Sede,Trento,,privato,"ente di cultura, ricreativo, sportivo, turistico",,,ca-417672,Rete Parri,
Soroptimist International Club di Trento,,,corporateBody,,,"Soroptimist International Club di Trento, Trento, 1987 -,",SIUSA,1987 set 19,,,,Sede,Trento,Sede,Trento,,privato,"ente di cultura, ricreativo, sportivo, turistico",,,ca-417672,Trentino-Alto Adige - Archivi femminili,
Forum delle donne,,,corporateBody,,,"Forum delle donne, Bolzano, 1998 - 2006",SIUSA,1998 nov 24,2006,,,Sede,Bolzano,Sede,Bolzano,,privato,"ente di cultura, ricreativo, sportivo, turistico",,,ca-486535,Donne,
Forum delle donne,,,corporateBody,,,"Forum delle donne, Bolzano, 1998 - 2006",SIUSA,1998 nov 24,2006,,,Sede,Bolzano,Sede,Bolzano,,privato,"ente di cultura, ricreativo, sportivo, turistico",,,ca-486535,Donne,
"Forum delle donne, Bolzano, 1998 - 2006",,,corporateBody,,,"Forum delle donne, Bolzano, 1998 - 2006",SIUSA,1998 nov 24,2006,,,Sede,Bolzano,Sede,Bolzano,,privato,"ente di cultura, ricreativo, sportivo, turistico",,,ca-486535,Donne,
Forum delle donne,,,corporateBody,,,"Forum delle donne, Bolzano, 1998 - 2006",SIUSA,1998 nov 24,2006,,,Sede,Bolzano,Sede,Bolzano,,privato,"ente di cultura, ricreativo, sportivo, turistico",,,ca-486535,Donne,
Forum delle donne,,,corporateBody,,,"Forum delle donne, Bolzano, 1998 - 2006",SIUSA,1998 nov 24,2006,,,Sede,Bolzano,Sede,Bolzano,,privato,"ente di cultura, ricreativo, sportivo, turistico",,,ca-486535,Trentino-Alto Adige - Archivi femminili,
Kerer,,,person,Hilde,Kerer,"Kerer Hilde, (Bressanone 1919 - )",SIUSA,,,,,luogo di nascita,Bressanone,luogo di nascita,Bressanone,,,,,femminile,ca-487105,Donne,"H. KERER, Ich war ein Blitzmädel : Frauenkameradschaft in der Wermacht, Bolzano, Raetia, 2014"
Kerer,,,person,Hilde,Kerer,"Kerer Hilde, (Bressanone 1919 - )",SIUSA,,,,,luogo di nascita,Bressanone,luogo di nascita,Bressanone,,,,,femminile,ca-487105,Donne,"H. KERER, Ich war ein Blitzmädel : Frauenkameradschaft in der Wermacht, Bolzano, Raetia, 2014"
Hilde,,,person,Hilde,Kerer,"Kerer Hilde, (Bressanone 1919 - )",SIUSA,,,,,luogo di nascita,Bressanone,luogo di nascita,Bressanone,,,,,femminile,ca-487105,Donne,"H. KERER, Ich war ein Blitzmädel : Frauenkameradschaft in der Wermacht, Bolzano, Raetia, 2014"
"Kerer Hilde, (Bressanone 1919 - )",,,person,Hilde,Kerer,"Kerer Hilde, (Bressanone 1919 - )",SIUSA,,,,,luogo di nascita,Bressanone,luogo di nascita,Bressanone,,,,,femminile,ca-487105,Donne,"H. KERER, Ich war ein Blitzmädel : Frauenkameradschaft in der Wermacht, Bolzano, Raetia, 2014"
Kerer,,,person,Hilde,Kerer,"Kerer Hilde, (Bressanone 1919 - )",SIUSA,,,,,luogo di nascita,Bressanone,luogo di nascita,Bressanone,,,,,femminile,ca-487105,Donne,"H. KERER, Ich war ein Blitzmädel : Frauenkameradschaft in der Wermacht, Bolzano, Raetia, 2014"
Kerer,,,person,Hilde,Kerer,"Kerer Hilde, (Bressanone 1919 - )",SIUSA,,,,,luogo di nascita,Bressanone,luogo di nascita,Bressanone,,,,,femminile,ca-487105,Trentino-Alto Adige - Archivi femminili,"H. KERER, Ich war ein Blitzmädel : Frauenkameradschaft in der Wermacht, Bolzano, Raetia, 2014"
Gnecchi,,,person,Marialuisa,Gnecchi,"Gnecchi, Marialuisa, (Bolzano 1953 - )",SIUSA,,,,,luogo di nascita,Bolzano,luogo di nascita,Bolzano,sindacalista,,,,femminile,ca-487278,Donne,
Gnecchi,,,person,Marialuisa,Gnecchi,"Gnecchi, Marialuisa, (Bolzano 1953 - )",SIUSA,,,,,luogo di nascita,Bolzano,luogo di nascita,Bolzano,sindacalista,,,,femminile,ca-487278,Donne,
Marialuisa,,,person,Marialuisa,Gnecchi,"Gnecchi, Marialuisa, (Bolzano 1953 - )",SIUSA,,,,,luogo di nascita,Bolzano,luogo di nascita,Bolzano,sindacalista,,,,femminile,ca-487278,Donne,
"Gnecchi, Marialuisa, (Bolzano 1953 - )",,,person,Marialuisa,Gnecchi,"Gnecchi, Marialuisa, (Bolzano 1953 - )",SIUSA,,,,,luogo di nascita,Bolzano,luogo di nascita,Bolzano,sindacalista,,,,femminile,ca-487278,Donne,
Gnecchi,,,person,Marialuisa,Gnecchi,"Gnecchi, Marialuisa, (Bolzano 1953 - )",SIUSA,,,,,luogo di nascita,Bolzano,luogo di nascita,Bolzano,sindacalista,,,,femminile,ca-487278,Donne,
